,cod_new,dsg_new,cod_old,dsg_old,Designação antiga,Observações (até 2013),Observações (após 2013),Concelho,Unnamed: 8,Unnamed: 9
8188,141417,UNIÃO DAS FREGUESIAS DE OUTEIRO DA CORTIÇADA E ARRUDA DOS PISÕES,141403,ARRUDA DOS PISOES,,,,RIO MAIOR,,
8189,141417,UNIÃO DAS FREGUESIAS DE OUTEIRO DA CORTIÇADA E ARRUDA DOS PISÕES,141407,OUTEIRO DA CORTICADA,,,,RIO MAIOR,,
8190,141418,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DA RIBEIRA E RIBEIRA DE SÃO JOÃO,141409,SAO JOAO DA RIBEIRA,,"FREG. ALTERADA (DEC. L. 15271, DE 26 MAR. 1928); EM 1962 DEU ORIGEM À FREG. DE ARROUQUELAS (DEC. L. 44192, DE 19 FEV.); EM 1984 DEU ORIGEM ÀS FREG. DE RIBEIRA DE S. JOÃO (L. 71/84, DE 31 DEZ.) E DE MALAQUEIJO (L. 72/84, DE 31 DEZ.)",,RIO MAIOR,,
8191,141418,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DA RIBEIRA E RIBEIRA DE SÃO JOÃO,141412,RIBEIRA DE SAO JOAO,,"FREG. (L. 71/84, DE 31 DEZ.); SAÍDA DA FREG. DE S. JOÃO DA RIBEIRA",,RIO MAIOR,,
8192,141502,MARINHAIS,141502,MARINHAIS,,"FREG. (DEC. L. 15221, DE 21 MAR. 1928); VILA (L. 68/85, DE 25 SET.); SAÍDA DA FREG. DE MUGE",,SALVATERRA DE MAGOS,,
8193,141503,MUGE,141503,MUGE,,"EM 1928 DEU ORIGEM À FREG. DE MARINHAIS; EM 1966 DEU ORIGEM À FREG. DE GLÓRIA DO RIBATEJO (DEC. L. 47170, DE 29 AGO.); EM 1988 DEU ORIGEM À FREG. DE GRANHO (L. 70/88, DE 23 MAI.)",,SALVATERRA DE MAGOS,,
8194,141507,UNIÃO DAS FREGUESIAS DE GLÓRIA DO RIBATEJO E GRANHO,141501,GLORIA DO RIBATEJO,,"FREG. (DEC. L. 47170, DE 29 AGO. 1966);SAÍDA DA FREG. DE MUGE; VILA (L. 38/93, DE 02 JUL.)",,SALVATERRA DE MAGOS,,
8195,141507,UNIÃO DAS FREGUESIAS DE GLÓRIA DO RIBATEJO E GRANHO,141506,GRANHO,,"FREG. (L. 70/88, DE 23 MAI.); SAÍDA DA FREG. DE MUGE",,SALVATERRA DE MAGOS,,
8196,141508,UNIÃO DAS FREGUESIAS DE SALVATERRA DE MAGOS E FOROS DE SALVATERRA,141504,SALVATERRA DE MAGOS,,"EM 1984 DEU ORIGEM À FREG. DE FOROS DE SALVATERRA (L. 73/84, DE 31 DEZ.); O DEC. L. 47245, DE 8 OUT. 1966, DEFINE A LINHA DIVISÓRIA COM AS FREG. DE CORUCHE E DE BENAVENTE",,SALVATERRA DE MAGOS,,
8197,141508,UNIÃO DAS FREGUESIAS DE SALVATERRA DE MAGOS E FOROS DE SALVATERRA,141505,FOROS DE SALVATERRA,,"FREG. (L. 73/84, DE 31 DEZ.); SAÍDA DA FREG. DE SALVATERRA DE MAGOS",,SALVATERRA DE MAGOS,,
8198,141601,ABITUREIRAS,141601,ABITUREIRAS,,EM 1922 (?) DEU ORIGEM À FREG. DE MOÇARRIA,,SANTAREM,,
8199,141602,ABRÃ,141602,ABRA,,"FREG. ALTERADA (DEC. L. 15219, DE 21 MAR. 1928)",,SANTAREM,,
8200,141604,ALCANEDE,141604,ALCANEDE,,"EM 1985 DEU ORIGEM À FREG. DE GANÇARIA (L. 99/85, DE 4 OUT.)",Retificação do limite de acordo com o CGRP,SANTAREM,,
8201,141605,ALCANHÕES,141605,ALCANHOES,CHAMECA,"VILA (DEC. 15229, DE 21 MAR. 1928); NOME (DEC. L. 44621, DE 10 OUT. 1962)",,SANTAREM,,
8202,141606,ALMOSTER,141606,ALMOSTER,,EM 1920 DEU ORIGEM À FREG. DE PÓVOA DA ISENTA,,SANTAREM,,
8203,141607,AMIAIS DE BAIXO,141607,AMIAIS DE BAIXO,AMIÃES DE BAIXO,"VILA (L. 46/95, DE 30 AGO.)",,SANTAREM,,
8204,141608,ARNEIRO DAS MILHARIÇAS,141608,ARNEIRO DAS MILHARICAS,,,,SANTAREM,,
8205,141613,MOÇARRIA,141613,MOCARRIA,,"FREG. (L. 1287, DE 12 JUL. 1922 ?); FREG. ALTERADA (DEC. L. 15227, DE 21 MAR. 1928 ?); SAÍDA DA FREG. DE ABITUREIRAS",,SANTAREM,,
8206,141614,PERNES,141614,PERNES,,,,SANTAREM,,
8207,141616,PÓVOA DA ISENTA,141616,POVOA DA ISENTA,,"FREG. (L. 1002, DE 24 JUL. 1920); LIMITES REDEFINIDOS (DEC. L. 43883, DE 30 AGO. 1961); SAÍDA DA FREG. DE ALMOSTER",,SANTAREM,,
8208,141625,VALE DE SANTARÉM,141625,VALE DE SANTAREM,,,,SANTAREM,,
8209,141628,GANÇARIA,141628,GANCARIA,,"FREG. (L. 99/85, DE 04 OUT.); SAÍDA DA FREG. DE ALCANEDE",,SANTAREM,,
8210,141629,"UNIÃO DAS FREGUESIAS DE ACHETE, AZOIA DE BAIXO E PÓVOA DE SANTARÉM",141603,ACHETE,,,,SANTAREM,,
8211,141629,"UNIÃO DAS FREGUESIAS DE ACHETE, AZOIA DE BAIXO E PÓVOA DE SANTARÉM",141609,AZOIA DE BAIXO,,,,SANTAREM,,
8212,141629,"UNIÃO DAS FREGUESIAS DE ACHETE, AZOIA DE BAIXO E PÓVOA DE SANTARÉM",141617,POVOA DE SANTAREM,PÓVOA DOS GALEGOS,"ALT. NOME (DEC. L. 10621, DE 07 ABR. 1925)",,SANTAREM,,
8213,141630,UNIÃO DAS FREGUESIAS DE AZOIA DE CIMA E TREMÊS,141610,AZOIA DE CIMA,,,,SANTAREM,,
8214,141630,UNIÃO DAS FREGUESIAS DE AZOIA DE CIMA E TREMÊS,141623,TREMES,,,,SANTAREM,,
8215,141631,UNIÃO DAS FREGUESIAS DE CASÉVEL E VAQUEIROS,141611,CASEVEL,,,,SANTAREM,,
8216,141631,UNIÃO DAS FREGUESIAS DE CASÉVEL E VAQUEIROS,141626,VAQUEIROS,,,,SANTAREM,,
8217,141632,UNIÃO DAS FREGUESIAS DE ROMEIRA E VÁRZEA,141618,ROMEIRA,,,,SANTAREM,,
8218,141632,UNIÃO DAS FREGUESIAS DE ROMEIRA E VÁRZEA,141627,VARZEA,,,,SANTAREM,,
8219,141633,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM,141612,SANTAREM (MARVILA),,CIDADE (CARTA DE L. DE 24 DEZ. 1868),"Alteração da Denominação de Freguesia de ""União das freguesias de Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)"" para ""União das freguesias da cidade de Santarém"" (L. 19/2017 de 23 maio).",SANTAREM,,
8220,141633,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM,141619,SANTA IRIA DA RIBEIRA DE SANTAREM,,CIDADE (CARTA DE L. DE 24 DEZ. 1868),,SANTAREM,,
8221,141633,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM,141620,SANTAREM (SAO NICOLAU),,CIDADE (CARTA DE L. DE 24 DEZ. 1868),,SANTAREM,,
8222,141633,UNIÃO DAS FREGUESIAS DA CIDADE DE SANTARÉM,141621,SANTAREM (SAO SALVADOR),,CIDADE (CARTA DE L. DE 24 DEZ. 1868),,SANTAREM,,
8223,141634,UNIÃO DAS FREGUESIAS DE SÃO VICENTE DO PAUL E VALE DE FIGUEIRA,141622,SAO VICENTE DO PAUL,,,,SANTAREM,,
8224,141634,UNIÃO DAS FREGUESIAS DE SÃO VICENTE DO PAUL E VALE DE FIGUEIRA,141624,VALE DE FIGUEIRA,,,,SANTAREM,,
8225,141701,ALCARAVELA,141701,ALCARAVELA,,,,SARDOAL,,
8226,141702,SANTIAGO DE MONTALEGRE,141702,SANTIAGO DE MONTALEGRE,,"FREG. (DEC. L. 15132, DE 01 MAR. 1928)",,SARDOAL,,
8227,141703,SARDOAL,141703,SARDOAL,,"VILA (ORIGEM INCERTA); EM 1928 DEU ORIGEM À FREG. DE SANTIAGO DE MONTALEGRE; O DEC. L. 40286, DE 17 AGO. 1955, FIXA O LIMITE COM A FREG. DE SOUTO (CONC. DE ABRANTES); EM 1949 DEU ORIGEM À FREG. DE VALHASCOS (DEC. L. 37555 DE 15 SET.)",,SARDOAL,,
8228,141704,VALHASCOS,141704,VALHASCOS,,"FREG. (DEC. L. 37555, DE 15 SET. 1949); SAÍDA DA FREG. DE SARDOAL",,SARDOAL,,
8229,141802,ASSEICEIRA,141802,ASSEICEIRA,,,,TOMAR,,
8230,141804,CARREGUEIROS,141804,CARREGUEIROS,,,,TOMAR,,
8231,141808,OLALHAS,141808,OLALHAS,,,,TOMAR,,
8232,141809,PAIALVO,141809,PAIALVO,,,,TOMAR,,
8233,141813,SÃO PEDRO DE TOMAR,141813,SAO PEDRO DE TOMAR,BEBERRIQUEIRA,"NOME (DEC. L. 43835, DE 01 AGO. 1961)",,TOMAR,,
8234,141814,SABACHEIRA,141814,SABACHEIRA,,,,TOMAR,,
8235,141817,UNIÃO DAS FREGUESIAS DE ALÉM DA RIBEIRA E PEDREIRA,141810,PEDREIRA,,"FREG. (DEC. L. 15436, DE 05 MAI. 1928)",,TOMAR,,
8236,141817,UNIÃO DAS FREGUESIAS DE ALÉM DA RIBEIRA E PEDREIRA,141816,ALEM DA RIBEIRA,,"FREG. (L. 103/85, DE 04 OUT.); SAÍDA DA FREG. DE CASAIS",,TOMAR,,
8237,141818,UNIÃO DAS FREGUESIAS DE CASAIS E ALVIOBEIRA,141801,ALVIOBEIRA,,,,TOMAR,,
8238,141818,UNIÃO DAS FREGUESIAS DE CASAIS E ALVIOBEIRA,141805,CASAIS,,"EM 1985 DEU ORIGEM À FREG. DE ALÉM DA RIBEIRA (L. 103/85, DE 4 OUT.)",,TOMAR,,
8239,141819,UNIÃO DAS FREGUESIAS DE MADALENA E BESELGA,141803,BESELGA,BEZELGA,,,TOMAR,,
8240,141819,UNIÃO DAS FREGUESIAS DE MADALENA E BESELGA,141807,MADALENA,CEM SOLDOS,,,TOMAR,,
8241,141820,UNIÃO DAS FREGUESIAS DE SERRA E JUNCEIRA,141806,JUNCEIRA,,,,TOMAR,,
8242,141820,UNIÃO DAS FREGUESIAS DE SERRA E JUNCEIRA,141815,SERRA,,,,TOMAR,,
8243,141821,UNIÃO DAS FREGUESIAS DE TOMAR (SÃO JOÃO BAPTISTA) E SANTA MARIA DOS OLIVAIS,141811,SANTA MARIA DOS OLIVAIS,TOMAR (SANTA MARIA DOS OLIVAIS),"CIDADE (CARTA RÉGIA DE 12 FEV. 1844); O DEC. L. 23341, DE 12 DEZ. 1933, DESAGREGA A ANTIGA FREG. DE TOMAR EM DUAS FREG. URBANAS; NOME (L.34/99, DE 21 MAI.)",,TOMAR,,
8244,141821,UNIÃO DAS FREGUESIAS DE TOMAR (SÃO JOÃO BAPTISTA) E SANTA MARIA DOS OLIVAIS,141812,TOMAR (SAO JOAO BAPTISTA),,"CIDADE (CARTA RÉGIA DE 12 FEV. 1844); O DEC. L. 23341, DE 12 DEZ. 1933, DESAGREGA A ANTIGA FREG. DE TOMAR EM DUAS FREG. URBANAS",,TOMAR,,
8245,141902,ASSENTIZ,141902,ASSENTIZ,,,,TORRES NOVAS,,
8246,141904,CHANCELARIA,141904,CHANCELARIA,,,,TORRES NOVAS,,
8247,141909,PEDRÓGÃO,141909,PEDROGAO,,,,TORRES NOVAS,,
8248,141910,RIACHOS,141910,RIACHOS,,"FREG. (L. 1470, DE 28 AGO. 1923, CORRIGIDA PELA L. 1612, DE 01 JUL. 1924)",,TORRES NOVAS,,
8249,141916,ZIBREIRA,141916,ZIBREIRA,,,,TORRES NOVAS,,
8250,141999,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SANTA MARIA, SALVADOR E SANTIAGO) - MEIA VIA",141917,MEIA VIA,,"FREGUESIA (LEI 18-G/2001, DE 3 JUL.); SAÍDA DA FREGUESIA DE TORRES NOVAS (SANTIAGO)",,TORRES NOVAS,,
8251,141918,"UNIÃO DAS FREGUESIAS DE BROGUEIRA, PARCEIROS DE IGREJA E ALCOROCHEL",141901,ALCOROCHEL,,,,TORRES NOVAS,,
8252,141918,"UNIÃO DAS FREGUESIAS DE BROGUEIRA, PARCEIROS DE IGREJA E ALCOROCHEL",141903,BROGUEIRA,,,,TORRES NOVAS,,
8253,141918,"UNIÃO DAS FREGUESIAS DE BROGUEIRA, PARCEIROS DE IGREJA E ALCOROCHEL",141908,PARCEIROS DE IGREJA,,,,TORRES NOVAS,,
8254,141919,UNIÃO DAS FREGUESIAS DE OLAIA E PAÇO,141906,OLAIA,,,,TORRES NOVAS,,
8255,141919,UNIÃO DAS FREGUESIAS DE OLAIA E PAÇO,141907,PACO,,,,TORRES NOVAS,,
8256,141999,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SANTA MARIA, SALVADOR E SANTIAGO) - MEIA VIA",141912,TORRES NOVAS (SALVADOR),,"CIDADE (L. 38/85, DE 14 AGO.)",,TORRES NOVAS,,
8257,141999,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SANTA MARIA, SALVADOR E SANTIAGO) - MEIA VIA",141913,TORRES NOVAS (SANTA MARIA),,"CIDADE (L. 38/85, DE 14 AGO.)",,TORRES NOVAS,,
8258,141999,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SANTA MARIA, SALVADOR E SANTIAGO) - MEIA VIA",141914,TORRES NOVAS (SANTIAGO),,"CIDADE (L. 38/85, DE 14 AGO.); EM 2001 DEU ORIGEM À FREG. DE MEIA VIA (LEI 18-G/2001, DE 3 JUL.)",,TORRES NOVAS,,
8259,141999,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SANTA MARIA, SALVADOR E SANTIAGO) - MEIA VIA",141999,"UNIAO DAS FREGUESIAS DE TORRES NOVAS (SANTA MARIA, SALVADOR E SANTIAGO) - MEIA VIA",,,,TORRES NOVAS,,
8260,141921,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SÃO PEDRO), LAPAS E RIBEIRA BRANCA",141905,LAPAS,,,,TORRES NOVAS,,
8261,141921,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SÃO PEDRO), LAPAS E RIBEIRA BRANCA",141911,RIBEIRA BRANCA,,,,TORRES NOVAS,,
8262,141921,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SÃO PEDRO), LAPAS E RIBEIRA BRANCA",141915,TORRES NOVAS (SAO PEDRO),,"CIDADE (L. 38/85, DE 14 AGO.)",,TORRES NOVAS,,
8263,142001,ATALAIA,142001,ATALAIA,,"EM 1988 DEU ORIGEM À FREG. DE MOITA DO NORTE (L. 30/88, DE 1 FEV.)",,VILA NOVA DA BARQUINHA,,
8264,142002,PRAIA DO RIBATEJO,142002,PRAIA DO RIBATEJO,PAIO DE PELE,"ALT. NOME (DEC. L. 14269, DE 09 SET. 1927)",,VILA NOVA DA BARQUINHA,,
8265,142003,TANCOS,142003,TANCOS,,,,VILA NOVA DA BARQUINHA,,
8266,142006,VILA NOVA DA BARQUINHA,142004,VILA NOVA DA BARQUINHA,,NOME (ALVARÁ DE 26 JUN. 1839; DEC. L. DE 02 JIL. 1839),,VILA NOVA DA BARQUINHA,,
8267,142006,VILA NOVA DA BARQUINHA,142005,MOITA DO NORTE,,"FREG. (L. 30/88, DE 1 FEV.); SAÍDA DA FREG. DE ATALAIA",,VILA NOVA DA BARQUINHA,,
8268,142101,ALBURITEL,142101,ALBURITEL,,"FREG. (DEC. L. 15225, DE 21 MAR. 1928)",,OUREM,,
8269,142102,ATOUGUIA,142102,ATOUGUIA,,"FREG. (DEC. L. 22843, DE 19 JUL. 1933); FREG. ALTERADA (DEC. L. 41796, DE 08 AGO. 1958)",,OUREM,,
8270,142104,CAXARIAS,142104,CAXARIAS,,"VILA (L. 51/95, DE 30 AGO.); FREG. (DEC. L. 36336, DE 09 JUN. 1947)",,OUREM,,
8271,142105,ESPITE,142105,ESPITE,,"EM 1984 DEU ORIGEM ÀS FREG. DE MATAS E CERCAL (L. 62/84, DE 31 DEZ.)",,OUREM,,
8272,142106,FÁTIMA,142106,FATIMA,,"O DEC. L. 46486, DE 13 AGO. 1965, DEFINE OS LIMITES COM A FREG. DE STA. CATARINA DA SERRA (CONC. E DIST. DE L.RIA); CIDADE (L. 42/97, DE 12 JUL.)",,OUREM,,
8273,142111,NOSSA SENHORA DAS MISERICÓRDIAS,142111,NOSSA SENHORA DAS MISERICORDIAS,OURÉM,"FREG. ALTERADA (DEC. L. 36485, DE 28 AGO. 1947 E DEC. L. 41796, DE 08 AGO. 1958); ALT. NOME (L.S 35/89, DE 23 AGO. E 17/91, DE 08 JUN.); CIDADE (L. 72/91, DE 16 AGO.)",,OUREM,,
8274,142113,SEIÇA,142113,SEICA,CEISSA,"FREG. ALTERADA (DEC. L. 36485, DE 28 AGO. 1947)",,OUREM,,
8275,142114,URQUEIRA,142114,URQUEIRA,,"FREG. (DEC. L. 15286, DE 27 MAR. 1928, CORRIGIDO ......)",,OUREM,,
8276,142115,NOSSA SENHORA DA PIEDADE,142115,NOSSA SENHORA DA PIEDADE,VILA NOVA DE OURÉM,"CIDADE (L. 72/91, DE 16 AGO.); ALT. NOME (L.S 35/89, DE 23 AGO. E 17/91 DE 08 JUN.)",,OUREM,,
8277,142119,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FÁRRIO E FORMIGAIS",142107,FORMIGAIS,,,,OUREM,,
8278,142119,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FÁRRIO E FORMIGAIS",142108,FREIXIANDA,,"VILA (L. 55/95, DE 30 AGO.); EM 1964 DEU ORIGEM À FREG. DE CASAL DOS BERNARDOS (DEC. L. 45669, DE 18 ABR.); EM 1989 DEU ORIGEM À FREG. DE RIBEIRA DO FARRIO",,OUREM,,
8279,142119,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FÁRRIO E FORMIGAIS",142118,RIBEIRA DO FARRIO,,"NOVA FREG. (L. 41/89, DE 24 AGO.); SAÍDA DA FREG. DE FREIXIANDA",,OUREM,,
8280,142119,"UNIÃO DAS FREGUESIAS DE FREIXIANDA, RIBEIRA DO FÁRRIO E FORMIGAIS",142118,RIBEIRA DO FARRIO,,"NOVA FREG. (L. 41/89, DE 24 AGO.); SAÍDA DA FREG. DE FREIXIANDA",,OUREM,,
8281,142120,UNIÃO DAS FREGUESIAS DE GONDEMARIA E OLIVAL,142109,GONDEMARIA,,"FREG. (DEC. L. 15226, DE 21 MAR. 1928, CORRIGIDO ....)",,OUREM,,
8282,142120,UNIÃO DAS FREGUESIAS DE GONDEMARIA E OLIVAL,142110,OLIVAL,,"VILA (L.50/2009, DE 05 AGO.)",,OUREM,,
8283,142121,UNIÃO DAS FREGUESIAS DE MATAS E CERCAL,142116,MATAS,,"FREG. (L. 62/84, DE 31 DEZ.); SAÍDA DA FREG. DE ESPITE",,OUREM,,
8284,142121,UNIÃO DAS FREGUESIAS DE MATAS E CERCAL,142117,CERCAL,,"FREG. (L. 62/84, DE 31 DEZ.); SAÍDA DA FREG. DE ESPITE",,OUREM,,
8285,142122,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,142103,CASAL DOS BERNARDOS,,"FREG. (DEC. L. 45669, DE 18 ABRIL 1964); SAÍDA DA FREG. DE FREIXIANDA",,OUREM,,
8286,142122,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,142112,RIO DE COUROS,,,,OUREM,,
8287,150104,TORRÃO,150104,TORRAO,,,,ALCACER DO SAL,,
8288,150105,SÃO MARTINHO,150105,SAO MARTINHO,,"FREG. (L. 48/84, DE 31 DEZ.); SAÍDA DA FREG. DE ALCÁCER DO SAL (STA. MARIA DO CASTELO)",,ALCACER DO SAL,,
8289,150106,COMPORTA,150106,COMPORTA,,"NOVA FREG. (L. 38/89, DE 24 AGO., CORRIGIDA EM 12 DEZ. 89); O DEC. L. 39510, DE 06 JAN. 1954, DEFINE O LIMITE COM A FREG. DE CABRELA (CONC. DE MONTEMOR-O-NOVO, DIST. DE ÉVORA); SAÍDA DA FREG. DE ALCÁCER DO SAL",,ALCACER DO SAL,,
8290,150107,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,150101,ALCACER DO SAL (SANTA MARIA DO CASTELO),,"FREG. ALTERADA (DEC. L. 39510, 06 JAN. 1954) NO LIMITE COM A FREG. DE CABRELA (CONC. DE MONTEMOR-O-NOVO, DIST. DE ÉVORA); CIDADE (L. 43/97, 12 JUL.);  EM 1984 DEU ORIGEM À FREG. DE S. MARTINHO (L. 48/84, DE 31 DEZ.)",,ALCACER DO SAL,,
8291,150107,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,150102,SANTA SUSANA,,,,ALCACER DO SAL,,
8292,150107,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,150103,ALCACER DO SAL (SANTIAGO),,"CIDADE (L. 43/97, 12 JUL.)",,ALCACER DO SAL,,
8293,150201,ALCOCHETE,150201,ALCOCHETE,,"VILA (ORIGEM DESCONHECIDA); O DEC. L. 45203, DE 21 AGO. 1963, ALTERA OS LIMITES DESTE CONC. COM O DE MONTIJO; EM 1984 DEU ORIGEM À FREG. DE S. FRENCISCO (L. 75/84, DE 31 DEZ.)",,ALCOCHETE,,
8294,150202,SAMOUCO,150202,SAMOUCO,,,,ALCOCHETE,,
8295,150203,SÃO FRANCISCO,150203,SAO FRANCISCO,,"FREG. (L. 75/84, DE 31 DEZ.); SAÍDA DA FREG. DE ALCOCHETE",,ALCOCHETE,,
8296,150303,COSTA DA CAPARICA,150303,COSTA DA CAPARICA,,"FREG. (DEC. L. 37301, DE 12 FEV. 1949); VILA (L. 70/85, DE 26 SET.); SAÍDA DA FREG. DA TRAFARIA",,ALMADA,,
8297,150312,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",150301,ALMADA,,"EM 1985 DEU ORIGEM ÀS FREG. DE CACILHAS (L. 86/85, DE 4 OUT.) E DE PRAGAL (L. 123/85, DE 4 OUT.)",,ALMADA,,
8298,150312,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",150304,COVA DA PIEDADE,,"FREG. (DEC. L. 15004, DE 07 FEV. 1928); EM 1985 DEU ORIGEM À FREG. DE LARANJEIRO (L. 126/85, DE 4 OUT.)",,ALMADA,,
8299,150312,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",150306,CACILHAS,,"FREG. (L. 86/85, DE 04 OUT.); SAÍDA DA FREG. DE ALMADA",,ALMADA,,
8300,150312,"UNIÃO DAS FREGUESIAS DE ALMADA, COVA DA PIEDADE, PRAGAL E CACILHAS",150307,PRAGAL,,"FREG. (L. 123/85, DE 04 OUT.); SAÍDA DA FREG. DE ALMADA",,ALMADA,,
8301,150313,UNIÃO DAS FREGUESIAS DE CAPARICA E TRAFARIA,150302,CAPARICA,,"EM 1926 DEU ORIGEM À FREG. DE TRAFARIA; EM 1985 DEU ORIGEM ÀS FREG. DE SOBREDA (L. 124/85, DE 4 OUT.) E DE CHARNECA DA CAPARICA (L. 125/85, DE 4 OUT.)",,ALMADA,,
8302,150313,UNIÃO DAS FREGUESIAS DE CAPARICA E TRAFARIA,150305,TRAFARIA,,"FREG. (DEC. L. 12432, DE 07 OUT. 1926); VILA (L. 69/85, DE 26 SET.); EM 1949 DEU ORIGEM À FREG. DE COSTA DA CAPARICA (DEC. L. 37301, DE 12 FEV.)",,ALMADA,,
8303,150314,UNIÃO DAS FREGUESIAS DE CHARNECA DE CAPARICA E SOBREDA,150308,SOBREDA,,"FREG. (L. 124/85, DE 04 OUT.); SAÍDA DA FREG. DE CAPARICA; ALTERAÇÃO DOS LIMITES DA FREG. ( L. 22/86, DE 16 AGO.)",Alteração do limite (L. 8/2015 de 10 fevereiro) ,ALMADA,,
8304,150314,UNIÃO DAS FREGUESIAS DE CHARNECA DE CAPARICA E SOBREDA,150309,CHARNECA DE CAPARICA,,"FREG. (L.S 125/85, DE 04 OUT. E 22/86, DE 16 AGO.); SAÍDA DA FREG. DE CAPARICA; ALTERAÇÃO DOS LIMITES DA FREG. ( L. 22/86, DE 16 AGO.)",,ALMADA,,
8305,150315,UNIÃO DAS FREGUESIAS DE LARANJEIRO E FEIJÓ,150310,LARANJEIRO,,"FREG. (L. 126/85, DE 04 OUT.); SAÍDA DA FREG. DE COVA DA PIEDADE; EM 1993 DEU ORIGEM À FREG. DE FEIJÓ",Alteração do limite (L. 8/2015 de 10 fevereiro) ,ALMADA,,
8306,150315,UNIÃO DAS FREGUESIAS DE LARANJEIRO E FEIJÓ,150311,FEIJO,,"FREG. (L. 17B/93, DE 11 JUN.); SAÍDA DA FREG. DE LARANJEIRO (ALMADA)",,ALMADA,,
8307,150407,SANTO ANTÓNIO DA CHARNECA,150407,SANTO ANTONIO DA CHARNECA,,"FREG. (L. 135/85, DE 04 OUT.); SAÍDA DAS FREG. DE PALHAIS E STO. ANDRÉ",,BARREIRO,,
8308,150409,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",150404,SANTO ANDRE,,"FREG. (DEC. L. 547/73, DE 25 OUT.); SAÍDA DE LAVRADIO E PALHAIS; EM 1985, COM BARREIRO E LAVRADIO, DEU OR. AO ALTO DO SEIXALINHO (L 135/85, DE 4 OUT.), E, COM PALHAIS, DEU OR. A STO. ANTÓNIO DA CHARNECA; EM 1985 FOI REORDENADA PELA L. 135/85, DE 4 OUT.",,BARREIRO,,
8309,150409,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",150405,VERDERENA,,"FREG. (L. 135/85, DE 04 OUT.); SAÍDA DA FREG. DE BARREIRO",,BARREIRO,,
8310,150409,"UNIÃO DAS FREGUESIAS DE ALTO DO SEIXALINHO, SANTO ANDRÉ E VERDERENA",150406,ALTO DO SEIXALINHO,,"FREG. (L. 135/85, DE 04 OUT.); SAÍDA DAS FREG. DE BARREIRO, LAVRADIO E STO. ANDRÉ",,BARREIRO,,
8311,150410,UNIÃO DAS FREGUESIAS DE BARREIRO E LAVRADIO,150401,BARREIRO,,"O D.L.41158, DE 18 JUN.1957, INCLUÍA NA VILA DO BARREIRO, UMA ZONA DO LAVRADIO, PARA URB.; EM 1985 DEU OR. A VERDERENA (L.135/85, DE 4 OUT.) E  COM AS FREG. DE STO. ANDRÉ E LAVRADIO, DEU OR. À FREG. DE ALTO DO SEIXALINHO (L.135/85, DE 4 OUT); EM 1985 FOI REORDENADA PELA L. 135/85, DE 4 OUT.",,BARREIRO,,
8312,150410,UNIÃO DAS FREGUESIAS DE BARREIRO E LAVRADIO,150402,LAVRADIO,,"O D.L.41158, DE 18 JUN.1957, INCLUÍA NA VILA DO BARREIRO, UMA ZONA DO LAVRADIO, PARA URB.; EM 1973, COM  PALHAIS, DEU OR. A STO. ANDRÉ (D.L.547/73, DE 25 OUT.); EM 1985, COM BARREIRO E STO. ANDRÉ, DEU OR.AO ALTO DO SEIXALINHO (L.135/85, DE 4 OUT.).",,BARREIRO,,
