Codigo,Ano,Eleição,Continente,Pais,Consulado,Inscritos,Votantes,Nulos
932301,2021,PR,Ásia e Oceania,Israel,Tel-aviv,2004,9,0
932301,2019,EUR,Ásia e Oceania,Israel,Tel-Aviv,912,10,0
933301,2021,PR,Ásia e Oceania,Singapura,Singapura,426,125,1
933301,2019,EUR,Ásia e Oceania,Singapura,Singapura,332,76,1
934101,2021,PR,Ásia e Oceania,Timor,Dili,949,80,0
934101,2019,EUR,Ásia e Oceania,Timor,Dili,896,51,0
934101,2016,PR,Ásia e Oceania,Timor,Dili,281,118,2
934101,2014,EUR,Ásia e Oceania,Timor,Dili,284,115,1
934101,2011,PR,Ásia e Oceania,Timor,Dili,358,173,6
934101,2009,EUR,Ásia e Oceania,Timor,Dili,186,86,0
934401,2021,PR,Ásia e Oceania,Emiratos Árabes Unidos,Abu Dhabi,3109,105,0
934401,2019,EUR,Ásia e Oceania,Emiratos Árabes Unidos,Abu Dhabi,2347,70,0
934901,2021,PR,Ásia e Oceania,Qatar,Doha,533,129,1
934901,2019,EUR,Ásia e Oceania,Qatar,Doha,489,39,0
939999,2022,AR,Fora da Europa,Restantes Países da Ásia e Oceânia,Restantes Postos Consulares Dos Países da Ásia e Oceânia,39307,1674,54
939999,2019,AR,Fora da Europa,Restantes países da Ásia e Oceânia,Restantes Postos Consulares dos países da Ásia e Oceânia,44323,1700,683
939999,2015,AR,Fora da Europa,Restantes países da Ásia e Oceânia,Restantes Consulados dos países Ásia e Oceânia,3729,508,103
939999,2011,AR,Fora da Europa,Países da Ásia e Oceânia,Consulados dos Países da Ásia e Oceânia,7883,1366,389
939999,2009,AR,Fora da Europa,Países da Ásia e Oceânia,Consulados dos Países da Ásia e Oceânia,7606,1345,67
