Ano,Eleição,MAI_code,ISO_code,index,Continente,Pais,Consulado,Inscritos,Votantes,Nulos
2021,PR,920705,USA,481,Américas,Estados Unidos da América,Providence,4274,44,1
2019,EUR,920705,USA,482,Américas,Estados Unidos Da América,Providence,3652,30,0
2016,PR,920705,USA,483,Américas,Estados Unidos da América,Providence,1455,33,0
2014,EUR,920705,USA,484,Américas,Estados Unidos da América,Providence,972,10,0
2011,PR,920705,USA,485,Américas,Estados Unidos da América,Providence,1098,65,0
2009,EUR,920705,USA,486,Américas,Estados Unidos da América,Providence,1178,29,0
2021,PR,920706,USA,487,Américas,Estados Unidos da América,São Francisco,6534,67,0
2019,EUR,920706,USA,488,Américas,Estados Unidos Da América,São Francisco,6433,25,0
2016,PR,920706,USA,489,Américas,Estados Unidos da América,São Francisco,527,38,1
2014,EUR,920706,USA,490,Américas,Estados Unidos da América,São Francisco,247,7,0
2011,PR,920706,USA,491,Américas,Estados Unidos da América,São Francisco,211,30,0
2009,EUR,920706,USA,492,Américas,Estados Unidos da América,São Francisco,197,26,0
2021,PR,920707,USA,493,Américas,Estados Unidos da América,Washington,9640,112,0
2019,EUR,920707,USA,494,Américas,Estados Unidos Da América,Washington,7300,55,0
2016,PR,920707,USA,495,Américas,Estados Unidos da América,Washington,740,82,0
2014,EUR,920707,USA,496,Américas,Estados Unidos da América,Washington,312,19,0
2011,PR,920707,USA,497,Américas,Estados Unidos da América,Washington,254,21,0
2009,EUR,920707,USA,498,Américas,Estados Unidos da América,Washington,269,11,0
2022,AR,920799,USA,499,Fora da Europa,Estados Unidos da América,Restantes Postos Consulares dos Estados Unidos da América,45707,6060,114
2015,AR,920799,USA,500,Fora da Europa,Estados Unidos da América,Restantes Consulados dos EUA,6309,962,145
2011,AR,920799,USA,501,Fora da Europa,Estados Unidos da América,Consulados dos EUA,9353,1655,226
2009,AR,920799,USA,502,Fora da Europa,Estados Unidos da América,Consulados dos EUA,9608,1695,264
2021,PR,920801,MEX,503,Américas,México,México,845,56,0
2019,EUR,920801,MEX,504,Américas,México,México,543,23,0
2021,PR,920901,PER,505,Américas,Peru,Lima,322,22,0
2019,EUR,920901,PER,506,Américas,Peru,Lima,160,11,0
2021,PR,921001,URY,507,Américas,Uruguai,Montevideu,1353,48,0
2019,EUR,921001,URY,508,Américas,Uruguai,Montevideu,1184,54,5
2016,PR,921001,URY,509,Américas,Uruguai,Montevideu,649,53,0
2014,EUR,921001,URY,510,Américas,Uruguai,Montevideu,610,29,1
2011,PR,921001,URY,511,Américas,Uruguai,Montevideu,602,48,2
2009,EUR,921001,URY,512,Américas,Uruguai,Montevideu,588,19,0
2021,PR,921101,VEN,513,Américas,Venezuela,Caracas,33831,807,12
2019,EUR,921101,VEN,514,Américas,Venezuela,Caracas,36517,384,1
2016,PR,921101,VEN,515,Américas,Venezuela,Caracas,9254,550,0
2014,EUR,921101,VEN,516,Américas,Venezuela,Caracas,7383,181,0
2011,PR,921101,VEN,517,Américas,Venezuela,Caracas,5967,425,2
2009,EUR,921101,VEN,518,Américas,Venezuela,Caracas,5549,115,0
2021,PR,921102,VEN,519,Américas,Venezuela,Valência,18751,677,5
2019,EUR,921102,VEN,520,Américas,Venezuela,Valência,17470,538,0
2016,PR,921102,VEN,521,Américas,Venezuela,Valência,10548,735,0
2014,EUR,921102,VEN,522,Américas,Venezuela,Valência,9063,441,1
2011,PR,921102,VEN,523,Américas,Venezuela,Valência,4377,803,0
2009,EUR,921102,VEN,524,Américas,Venezuela,Valência,1904,339,1
2021,PR,921601,CHL,525,Américas,Chile,Santiago do Chile,967,56,2
2019,EUR,921601,CHL,526,Américas,Chile,Santiago Do Chile,496,32,0
2021,PR,922801,PAN,527,Américas,Panamá,Panamá,1145,66,0
2019,EUR,922801,PAN,528,Américas,Panamá,Panamá,621,36,1
2022,AR,929999,,529,Fora da Europa,Restantes Países da América,Restantes Postos Consulares Dos Países da América,65239,2119,42
2019,AR,929999,,530,Fora da Europa,Restantes países da América,Restantes Postos Consulares dos países da América,118396,6686,1083
2015,AR,929999,,531,Fora da Europa,Restantes países da América,Restantes Consulados dos países da América,19277,445,63
2011,AR,929999,,532,Fora da Europa,Restantes Países da América e África,Consulados dos restantes países da América e África,20209,2050,255
2021,PR,930101,SAU,533,Ásia e Oceania,Arábia Saudita,Riyadh,267,22,0
2019,EUR,930101,SAU,534,Ásia e Oceania,Arábia Saudita,Riyadh,223,17,0
2021,PR,930201,CHN,535,Ásia e Oceania,China,Pequim,235,19,0
2019,EUR,930201,CHN,536,Ásia e Oceania,China,Pequim,238,18,0
2021,PR,930203,CHN,537,Ásia e Oceania,China,Macau,70134,1474,26
2019,EUR,930203,CHN,538,Ásia e Oceania,China,Macau,71163,670,0
2016,PR,930203,CHN,539,Ásia e Oceania,China,Macau,16125,580,5
2014,EUR,930203,CHN,540,Ásia e Oceania,China,Macau,11081,222,5
2011,PR,930203,CHN,541,Ásia e Oceania,China,Macau,11219,369,1
2009,EUR,930203,CHN,542,Ásia e Oceania,China,Macau,11272,223,3
2021,PR,930204,CHN,543,Ásia e Oceania,China,Xangai,171,19,0
2019,EUR,930204,CHN,544,Ásia e Oceania,China,Xangai,157,10,0
2022,AR,930299,CHN,545,Fora da Europa,China,Postos Consulares da China,63700,4202,76
2019,AR,930299,CHN,546,Fora da Europa,China,Postos Consulares da China,65698,3460,727
2015,AR,930299,CHN,547,Fora da Europa,China,Consulados da China,8294,3111,137
2019,EUR,930401,IND,548,Ásia e Oceania,Índia,Nova Delhi,410,10,0
2021,PR,930402,IND,549,Ásia e Oceania,Índia,Goa,23911,19,0
2019,EUR,930402,IND,550,Ásia e Oceania,Índia,Goa,32438,12,0
2016,PR,930402,IND,551,Ásia e Oceania,Índia,Goa,1649,15,0
2014,EUR,930402,IND,552,Ásia e Oceania,Índia,Goa,1655,7,0
2011,PR,930402,IND,553,Ásia e Oceania,Índia,Goa,1694,13,0
2009,EUR,930402,IND,554,Ásia e Oceania,Índia,Goa,1750,34,0
2021,PR,930701,JPN,555,Ásia e Oceania,Japão,Tóquio,275,17,0
2019,EUR,930701,JPN,556,Ásia e Oceania,Japão,Tóquio,241,12,0
2021,PR,931001,THA,557,Ásia e Oceania,Tailândia,Banguecoque,158,12,0
2019,EUR,931001,THA,558,Ásia e Oceania,Tailândia,Banguecoque,106,10,0
2021,PR,931201,AUS,559,Ásia e Oceania,Austrália,Camberra,194,14,0
2019,EUR,931201,AUS,560,Ásia e Oceania,Austrália,Camberra,169,9,0
2021,PR,931202,AUS,561,Ásia e Oceania,Austrália,Sidney,7935,279,4
2019,EUR,931202,AUS,562,Ásia e Oceania,Austrália,Sidney,7924,44,0
2016,PR,931202,AUS,563,Ásia e Oceania,Austrália,Sidney,2003,298,5
2014,EUR,931202,AUS,564,Ásia e Oceania,Austrália,Sidney,1604,63,0
2011,PR,931202,AUS,565,Ásia e Oceania,Austrália,Sidney,1592,163,1
2009,EUR,931202,AUS,566,Ásia e Oceania,Austrália,Sidney,1661,147,0
2021,PR,932201,IDN,567,Ásia e Oceania,Indonésia,Jacarta,109,7,0
2019,EUR,932201,IDN,568,Ásia e Oceania,Indonésia,Jacarta,102,3,0
2021,PR,932301,ISR,569,Ásia e Oceania,Israel,Tel-aviv,2004,9,0
2019,EUR,932301,ISR,570,Ásia e Oceania,Israel,Tel-Aviv,912,10,0
2021,PR,933301,SGP,571,Ásia e Oceania,Singapura,Singapura,426,125,1
2019,EUR,933301,SGP,572,Ásia e Oceania,Singapura,Singapura,332,76,1
2021,PR,934101,TLS,573,Ásia e Oceania,Timor,Dili,949,80,0
2019,EUR,934101,TLS,574,Ásia e Oceania,Timor,Dili,896,51,0
2016,PR,934101,TLS,575,Ásia e Oceania,Timor,Dili,281,118,2
2014,EUR,934101,TLS,576,Ásia e Oceania,Timor,Dili,284,115,1
2011,PR,934101,TLS,577,Ásia e Oceania,Timor,Dili,358,173,6
2009,EUR,934101,TLS,578,Ásia e Oceania,Timor,Dili,186,86,0
2021,PR,934401,ARE,579,Ásia e Oceania,Emiratos Árabes Unidos,Abu Dhabi,3109,105,0
2019,EUR,934401,ARE,580,Ásia e Oceania,Emiratos Árabes Unidos,Abu Dhabi,2347,70,0
2021,PR,934901,QAT,581,Ásia e Oceania,Qatar,Doha,533,129,1
2019,EUR,934901,QAT,582,Ásia e Oceania,Qatar,Doha,489,39,0
2022,AR,939999,,583,Fora da Europa,Restantes Países da Ásia e Oceânia,Restantes Postos Consulares Dos Países da Ásia e Oceânia,39307,1674,54
2019,AR,939999,,584,Fora da Europa,Restantes países da Ásia e Oceânia,Restantes Postos Consulares dos países da Ásia e Oceânia,44323,1700,683
2015,AR,939999,,585,Fora da Europa,Restantes países da Ásia e Oceânia,Restantes Consulados dos países Ásia e Oceânia,3729,508,103
2011,AR,939999,,586,Fora da Europa,Países da Ásia e Oceânia,Consulados dos Países da Ásia e Oceânia,7883,1366,389
2009,AR,939999,,587,Fora da Europa,Países da Ásia e Oceânia,Consulados dos Países da Ásia e Oceânia,7606,1345,67
